"status_id","screen_name","created_at","text"
"1295242650363154433","park_pyung",2020-08-17 06:14:46,"-&gt; (지난 7개월 동안은 엎치락뒤치락 안 했는데?) 본격화되지 않았던 것

10. 이재명은 적극적인 행보, 이낙연은 신중한 행보인데?

-&gt; 최근 현안에 대한 태도를 한번 잘 보라.
(참고, 사랑제일교회, 전목사 관련 이낙연 의원은 직접 문제제기한 상태, 이재명은 경기도 대변인 통해서 언급)"
"1294137207121297409","Otranso2",2020-08-14 05:02:08,"""차기선호도 이재명 19% 이낙연 17%…첫 역전""(종합)https://t.co/nLZgiTmqI4"
"1294285873027014656","hyoker3690",2020-08-14 14:52:53,"안철수 시즌2라~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [‘이낙연 대세론’ 흔들…이재명, 여권 추락 속 홀로 날...] https://t.co/m3sPEHDwNW"
"1294154164272939009","hyoker3690",2020-08-14 06:09:31,"조작미터도 모자라 갤럽까지 제대로 미쳤군.
대통령과 당 지지율이 떨어졌는데
이재명만 오른 이유가 뭔가.
조작이 아닌가? [이재명 19%-이낙연 17%…차기 정치인선호도 역전] https://t.co/gpOG8VfIJs"
"1294092935877652480","Sunny38251",2020-08-14 02:06:13,"@yonhaptweet SNS로 폭우막는 이재명이랑 수해현장 가서 구슬땀 흘리는 이낙연
당연히 이낙연 아닌가?
전 고추점자리가 싫어요"
"1294848379197898752","stress_cyren",2020-08-16 04:08:05,"이재명 지지자건 이낙연 지지자건
문재인이 뭐 물렀느니 어쩌니"
"1293780950443122688","stress_cyren",2020-08-13 05:26:30,"이낙연은 회피형
이재명은 뻥카형"
"1296721373071437826","akak1822",2020-08-21 08:10:41,"@Timesegment 유튜브 올렸는데요
결론은
안철수대표가 
이재명대 안철수
이낙연대 안철수
그런대도 이긴다고요 ㅎ"
"1294186200811495424","economic_focus",2020-08-14 08:16:49,"정치권 화두는 '지지율 희비'···여권 중진들 ""부동산 정책 영향, 딛고 일어서야""
#이재명 #이낙연 #박주민 #더불어민주당
https://t.co/Ucqa5nxBoU"
"1296446336884244481","imhyunsuk1",2020-08-20 13:57:48,"김남국 ""이낙연 의원은 (현안에 대해) 신중한 태도를 보이고 있지만, 이재명 경기도지사는 사이다 같은 얘기를 하다 보니까 지지율이 올라가는 것 같다 많은 유권자들이 문제해결 능력과 확실하게 가르마를 타주는 리더십을 원한다""

이래도 찢빠가 아니라구?  당당하게 찢밍아웃하고 정치해"
"1294115957808328706","imhyunsuk1",2020-08-14 03:37:42,"갤럽 

더불어민주당 지지층 
이낙연 37%  이재명28%

통합당 지지층
이낙연3%  찢재명10%

정의당지지층
이낙연17%  찢재명33%

무당층
이낙연7%  찢재명13%

호남
이낙연45%  찢재명17%

부울경
이낙연18%   찢재명13%"
"1295253698558320640","thelaziest",2020-08-17 06:58:41,"@nylee21 이낙연 의원님이 어서 민주당 당대표가 되셔서 안정을 찾아야 할것 같습니다
이재명 조응천 김부겸 박주민이 자꾸만 선을 넘는 짓을 합니다"
"1296261986204831745","thelaziest",2020-08-20 01:45:15,"@nylee21 요즘 이재명 지지자란 것들이 이낙연 의원님에 대한 흑색선전 퍼뜨리고 다닙니다

대통령님 정부에 총질해대는건 말할것도 없구요

https://t.co/xNOC4zW69h"
"1293886897060626432","thelaziest",2020-08-13 12:27:30,"@nylee21 이때다 싶어 정부여당에 총질하는 이재명 박주민

저렇게 타 후보와 당원을 가족처럼 여기시는 이낙연 의원님 발끝이나 쫒아가겠냐

태도가 본질이다"
"1294145628809830400","thelaziest",2020-08-14 05:35:36,"@nylee_office @nylee21 문재인 대통령님과 이낙연 의원님-사람이 먼저다<U+0001F499>

언론이 먼저다-이재명"
"1294100916522512384","tallbluebird",2020-08-14 02:37:56,"생각해보니...
미통당이 민주당을 지지율 역전했다고 언플한 다음날
이재명이 이낙연을 앞질렀다고?
민주당 니네 엿먹으란 얘기인것 같은데?"
"1294507633898999808","tallbluebird",2020-08-15 05:34:05,"이거만 봐도 안다 누가 사이다냐?
광복절에 아베 때리는거? 그거 누구나
할 수 있는 말아냐
수구들이 공산주의자라 배척하려는
김구선생의 꿈을 언급, 문프와 궤가 같음

與 잠룡들의 광복절 메시지.이낙연 '김구의 꿈'·이재명 '아베 때리기' (출처 : 머니투데이|네이버 뉴스) https://t.co/LDQ9F1jdjk"
"1294106210501685248","tallbluebird",2020-08-14 02:58:58,"오늘 정치신세계에서 이낙연 의원님 말씀들
언론 많이 노출될 수 있게 노력좀 하세요
지지율이란거 문항설계나 조사기관 의향 반영되는거
모르는 거 아니지만,
언플 대마왕 이재명이 민주당지지율 내려간게
새로운 기대가 있느니 마니 얘기한거
그냥 한거 아닐거에요
정신 바짝 차리세요
@nylee_office"
"1294838925052190725","stillwalking3",2020-08-16 03:30:31,"이재명 뭐하나. 이재명이 고구마프레임 씌우는 이낙연의원은 할 말 하고 계신데 지는 피부관리 받고 있겠지."
"1294103633076686850","muncan76",2020-08-14 02:48:44,"차라리 지지율 역전 된게 질된걸 수도 있음
이낙연 중심으로 친민주당 친문재인 지지 세력을 결집 시킬 계기로 삼을 수 있으니..
이재명을 위시한 반문 세력을 쫒는 구도가 딱히 나쁜건 아님"
"1294848028822708224","muncan76",2020-08-16 04:06:41,"정관훈이 뜨자 모습을 감춘게 만주당과 이재명
존재감을 들어낸게 문재인 대통령님과 이낙연 총리님"
"1294213062124163072","muncan76",2020-08-14 10:03:33,"정말 당과 대통령님을 위한다면 이 모든 책임을 이해찬에게 돌리고(사실이 그렇고) 이낙연 당대표로 반등을 꿰하겠지..
근데 뭐 이재명 따위를 위해서 이해찬 올리고 반문질 한거라 그럴리 있겠나 싶다만"
"1294100855294062592","muncan76",2020-08-14 02:37:41,"이낙연 당대표 되어서 이재명 일당들 못쫒아내면 가망 없다고 봐야..
당을 두 쪽 내는 한이 있어서 저 찢찬털빠 새끼들은 꼭 쫒아내야함"
"1294181798738448384","muncan76",2020-08-14 07:59:20,"이재명은 정권 교체
이낙연은 정권 연장"
"1294087146018496512","newsvop",2020-08-14 01:43:13,"[한국갤럽] 이재명, 차기 대통령 선호도에서 이낙연 앞질렀다@newsvop https://t.co/qNUHYl3YWD"
"1293797232429342726","gdtmg",2020-08-13 06:31:12,"차기 대선 이낙연밖에 없나 진짜.. 이재명?"
"1296690178916900864","donwoongboo",2020-08-21 06:06:44,"@nylee21 않습니다. 문재인대통령님과 이낙연의원님을 믿고 응원하며, 그래도 우리나라에서 ‘고쳐서라도 쓸 수 있는 당’이 민주당이라고 생각하는 국민의 한 사람입니다. (권리당원이었지만 이재명지사가 공천 되는 걸 본 이후부터 당비를 납부하지 않는 일반당원입니다.)"
"1295747083949838344","sunn2ya",2020-08-18 15:39:13,"@Luciahappymom @DqmjnX0 무슨 개소리니? 광복회장 만나러간 사람이 누구지? 어이없네. 욕은 니네들 이천홍낙파만 하지. 근데 니들은 이낙연만 빼고 다 욕하지? 쯧쯧. 이낙연 지지자들 욕 잘하는것은 알아줌. 이재명 욕하다가 이재명과 똑같아짐."
"1296236780606205952","sunn2ya",2020-08-20 00:05:06,"@tranquility3109 @oneshotonek @yoeman6310 이재명 이낙연 둘이 아주 손도 딱 잡고 잘어울리네"
"1295555756738002945","sunn2ya",2020-08-18 02:58:57,"@s0105471 @lawyerHYUN 아 그래요? 님은 이재명이 세상의 중심입니까? 헛소리 할 거면 딴데가서 하세요. 이낙연은 왜 욕안해요? 이재명 얼싸안고 아주 난리던데?"
"1295150191234801664","sunn2ya",2020-08-17 00:07:22,"@kim_kimsm @48161ms @redskycong 이재명이 여기서 왜나오니? 진짜 개한심. 이재명충들 어쩔!!! 이낙연한테 가서 따져."
"1296684131208663042","someday0912",2020-08-21 05:42:42,"@Hbzfv0uSJMwNcPF 항상 웃기는거는 문프님-민주당-이낙연의원님 지지율이 같이 움직일때, 이재명은 통합당지지율이랑 같이 움직인다는 건데...이재명은 도대체 극좌인지, 극우인지 정체성이 그렇게 짬뽕처럼 섞여있는 것도 희한하구요."
"1294172446908510213","someday0912",2020-08-14 07:22:10,"의원님이 민주당의 마지막 희망이고, 만약 이재명의 전략에 밀려 의원님께서 차기 대권후보에서 멀어진다면..문재인 정권 이후의 민주당과 문프님, 그리고 대한민국이 또 다시 헬조선의 지옥으로 들어갈 거라는 것만 꼭 알아주세요. ""다음 차기는 이낙연이여야만 된다""는 각오 계속 다져주셔야 합니다."
