"reg_time","reply","press","title","url","sympathyCount","antipathyCount"
2019-12-05 20:29:54,"祝[RHG::분단韓백년]결론:진정성!!<U+2714>결과적으로 타다는 택시가 맞다.그러나 택시업계외 못하는건 헌법위반이다.드론택배도 불법<U+2714>현재국기[분단+주변4국=상징그림]국기사용불가!<U+2714>조선정체≫고려말귀화화교[李자춘/전주李시조]2세대[이성개]위화도쿠데타/고려멸망/만주반도분단/반도지역≫李조선개국≫4식민통치≫①인민95%노예[상놈]신분②사이비[中유교]③음주섹스[관기]④가난빈곤[사농공상]<U+2714>국내최대외국계[조선왕손李650만/토착짱깨/조선+韓건국세력[예:싱가폴李]<U+2714>李조선업적:병자-임진란/曰합방/815분단/6.25통전/분단韓백년<U+2714>레밍中~<U+26D4>참역사●고려사●引用<U+26D4>.","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 18:11:40,"러다이트 운동: 1811∼1817년 영국의 중부 ·북부의 직물공업지대에서 일어났던 기계 파괴운동. -&gt 택시기사들 나중에 19세기에서나 하던 짓을 할듯 ㅉㅉㅉ...진짜 4차산업 후진국되려고 작정한듯 ㅡㅡ 우버나 그랩 혁신 급도 안되는 타다 따위도 저리 반대하는데 뭐 되겄냐???","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 17:43:39,"저런것들도 국회의원이라고 ㅉㅉ","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 17:19:57,"우버나 그랩 같은 서비스는 너무나 자연스러운 서비스여야 하고, 택시 서비스와 자율경쟁을 통해 서로 발젼되거나 상생하도록 법과 제도를 개선해 줘야 하는 것 같은데,,,, 이러다간 동남아 국가들에게 조차 뒤쳐지는게 아닌가 모르겠네요,,,,ㅠㅠ","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 17:11:39,"택시승차거부하면  벌금100만원 때리던가!근무복도","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 17:01:30,"자율주행택시 나오면 택시기사들 다 뒤질거면서 왜이렇게 열심히 밥그릇 지키려고 하는 거임ㅋㅋㅋ?","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:59:57,"옛말에도 이런 말이 있다. '고인 물은 언젠가 썩는다'고.. 지금 현 택시기사들 하는 꼬라지 보면 고이다 못해 썩은 상태다. 
승차거부부터 시작해서 밑도 끝도 없이 정치 이야기를 늘어놓고, 거기에 담배 냄새 겁나 풍기면서 운전하고, 운전하는 도중에 깜박이 안키고 끼어드는 것 또한 습관화가 된 상태이다.
이런 썩은 물들을 위해서라도 경쟁업체가 생겨야 정상인데... 이 놈의 나라는 그러한 경쟁조차 못하게 한다.. 장난하냐 진짜?? 위협이 될만한 것이 있어야 저것들이 긴장하고 바뀔려고 하는 움직임을 보일텐데, 그것을 지키려고 하니깐","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:57:06,"택시 자격증 따고 운행하면 모르겠는데 자격증도 없이 운행하는건 좀 ㅋ","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:48:51,"이런 편법으로 돈벌라는 양아치들 혼 내주셈!!","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:46:22,"똥남아보다 못한 우리나라네 ㅋㅋ it 네트웍 강국  맞냐? 택시만 타야한다고?태국이나 필핀 가봐라~!!ㅋㅋㅋ민주당 감성팔이에 치우치다보니 나라가 뒤로 가네","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:41:29,"결국 미래보다는 지금으로 만족한거고 택시 표도 의식해서","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:39:16,"ㅋㅋㅋㅋ   타다는 적자인데 적자만 보다 사업 접으라고?   잘  하셨소.  그법안 점말 좋은 법이네.♡♡♡♡","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
2019-12-05 16:37:44,"난 타다 좋은데...","연합뉴스","'타다 금지법', 국토위 법안소위 통과","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011258659",0,0
